180,300000
311,300000
569,300000
90,300000
199,300000
321,300000
2264,300000
600,300000
276,300000
268,300000
1432,300000
703,300000
1735,300000
956,300000
665,300000
1795,300000
430,300000
185,300000
1726,300000
4085,300000
2321,300000
4086,300000
598,300000
3021,300000
331,300000
2712,300000
6,300000
4312,300000
727,300000
1394,300000
303,300000
179,300000
1388,300000
1825,300000
1922,300000
954,300001
73,300001
295,300001
2178,300001
148,300001
3274,300001
3752,300001
4477,300002
4493,300002
1041,300002
4420,300002
4478,300002
3367,300002
1149,300003
1278,300003
1484,300003
1296,300003
1178,300003
1282,300003
1198,300003
0,300003
481,300003
3050,300003
2317,300003
1441,300003
3915,300003
2201,300003
2579,300003
1064,300003
991,300004
1443,300004
726,300004
1431,300004
258,300004
3375,300004
1190,300004
1758,300004
4070,300004
0,300005
177,300005
258,300005
3161,300005
728,300005
656,300005
180,300006
262,300006
705,300006
235,300006
321,300006
1872,300006
1570,300006
1264,300007
57,300007
795,300007
936,300007
798,300007
2851,300008
205,300008
912,300008
1872,300008
235,300008
1307,300009
417,300009
463,300009
464,300009
497,300009
512,300010
0,300010
287,300010
1997,300010
1506,300010
569,300010
311,300010
1208,300010
703,300010
200,300010
182,300010
1102,300010
44,300010
1535,300010
1619,300010
589,300010
332,300010
1235,300010
432,300010
2616,300010
1363,300010
1442,300010
218,300010
1524,300010
115,300010
417,300011
1668,300011
839,300011
2568,300011
3370,300011
191,300011
639,300011
929,300011
789,300012
1833,300012
185,300012
560,300012
558,300012
311,300013
1047,300013
1581,300013
264,300013
94,300013
205,300014
2040,300014
912,300014
539,300014
4305,300014
80,300015
3100,300015
2119,300015
2857,300015
1768,300015
4700,300015
540,300015
1378,300016
0,300016
1753,300016
1814,300016
1827,300016
1828,300016
4323,300016
91,300017
287,300017
1008,300017
66,300017
742,300017
3051,300018
2234,300018
3066,300018
1484,300018
1282,300018
3050,300018
2206,300018
180,300019
262,300019
1307,300019
481,300019
1698,300019
261,300019
539,300019
255,300019
321,300019
4171,300019
1949,300020
1415,300020
337,300020
3253,300020
1816,300020
832,300020
1636,300020
0,300020
235,300021
4293,300021
4295,300021
4296,300021
4298,300021
1161,300021
4299,300021
1621,300021
733,300021
4518,300022
189,300022
4221,300022
10,300022
530,300022
3753,300022
2001,300022
235,300022
3867,300022
4164,300022
4042,300022
4105,300022
502,300023
3960,300023
1129,300023
571,300023
4576,300023
2256,300023
528,300023
1094,300023
534,300023
1165,300023
2856,300024
417,300024
1581,300024
2481,300024
3851,300024
390,300024
1429,300024
44,300024
2799,300024
4835,300024
504,300024
194,300024
466,300025
296,300025
465,300025
311,300025
2133,300025
1307,300025
2662,300025
417,300025
917,300025
255,300025
1310,300025
393,300025
235,300025
66,300026
264,300026
267,300026
266,300026
704,300026
502,300026
4072,300026
1463,300026
2963,300026
2964,300026
2965,300026
185,300026
927,300026
2791,300026
664,300026
2599,300026
640,300026
1338,300027
2376,300027
1340,300027
1479,300027
4130,300027
1342,300027
704,300028
188,300028
160,300028
3905,300028
1085,300028
1113,300028
1224,300028
1370,300029
2796,300029
87,300029
4308,300029
962,300029
1148,300029
1366,300029
3068,300029
248,300029
639,300029
1742,300029
540,300030
571,300030
435,300030
115,300030
343,300030
1063,300030
1154,300030
187,300031
0,300031
1190,300031
23,300031
413,300031
26,300031
27,300031
2532,300031
723,300031
484,300031
821,300031
83,300031
4780,300031
70,300031
3197,300031
2599,300031
2991,300031
2066,300031
2075,300031
1,300031
0,300032
1391,300032
551,300032
144,300032
1978,300032
4393,300032
1537,300032
512,300032
102,300032
4894,300032
4897,300032
2396,300032
1888,300032
352,300032
1915,300032
2179,300032
1511,300032
250,300032
1526,300032
73,300032
2870,300032
247,300032
1508,300032
306,300032
859,300032
295,300032
807,300032
1397,300032
623,300032
622,300032
1527,300032
665,300032
1399,300032
522,300032
730,300032
729,300032
571,300032
443,300032
2887,300032
96,300032
3411,300032
2709,300032
10,300032
3148,300032
4564,300032
3073,300032
1218,300032
1628,300032
538,300032
956,300032
90,300032
685,300032
2959,300032
152,300032
1101,300032
353,300032
2092,300032
4567,300032
1428,300032
1430,300032
892,300032
302,300032
50,300032
749,300032
1080,300032
93,300032
703,300032
137,300032
505,300032
180,300032
404,300032
1122,300032
3706,300032
321,300032
190,300032
576,300032
89,300032
548,300032
823,300032
3805,300032
594,300032
1011,300032
1010,300032
2074,300032
988,300032
86,300032
1167,300032
1480,300032
210,300032
2087,300032
559,300032
808,300032
879,300032
672,300032
185,300032
1546,300032
1160,300032
2177,300032
1766,300032
305,300032
3,300032
2491,300032
3720,300032
906,300032
600,300032
1702,300032
2375,300032
139,300032
3267,300032
417,300032
2332,300032
451,300032
1113,300032
1270,300032
2711,300032
4649,300032
1474,300032
200,300032
242,300032
561,300032
1086,300032
1439,300032
888,300033
1915,300033
2526,300033
1417,300033
1746,300033
947,300033
951,300033
3562,300033
952,300033
948,300033
750,300033
3606,300034
2544,300034
966,300034
4125,300034
2546,300034
26,300034
55,300034
3516,300034
27,300034
83,300034
3474,300034
91,300034
